source,destination,status,reason,evidence
/articles/service6-article7.html,https://www.ezhalhe-sa.com/articles/تصميم-تجربة-المستخدم-ux-في-متجرك-الإلكتروني-خطوات-التنفيذ.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service6-article7,https://www.ezhalhe-sa.com/articles/تصميم-تجربة-المستخدم-ux-في-متجرك-الإلكتروني-خطوات-التنفيذ.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service6-article8.html,https://www.ezhalhe-sa.com/articles/عناصر-التصميم-التي-تزيد-من-معدل-التحويل-في-المتاجر-الإلكترونية.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service6-article8,https://www.ezhalhe-sa.com/articles/عناصر-التصميم-التي-تزيد-من-معدل-التحويل-في-المتاجر-الإلكترونية.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service6-article9.html,https://www.ezhalhe-sa.com/articles/تصميم-متجر-احترافي-استراتيجيات-لتمييز-متجرك-عن-المنافسين.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service6-article9,https://www.ezhalhe-sa.com/articles/تصميم-متجر-احترافي-استراتيجيات-لتمييز-متجرك-عن-المنافسين.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service6-article10.html,https://www.ezhalhe-sa.com/articles/تصميم-متجر-إلكتروني-متوافق-مع-الجوال-mobile-first-design-على-زد.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service6-article10,https://www.ezhalhe-sa.com/articles/تصميم-متجر-إلكتروني-متوافق-مع-الجوال-mobile-first-design-على-زد.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service7-article1.html,https://www.ezhalhe-sa.com/articles/تصميم-متجر-احترافي-استراتيجيات-لتمييز-متجرك-عن-المنافسين.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service7-article1,https://www.ezhalhe-sa.com/articles/تصميم-متجر-احترافي-استراتيجيات-لتمييز-متجرك-عن-المنافسين.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service7-article2.html,https://www.ezhalhe-sa.com/articles/دور-الهوية-البصرية-في-نجاح-متجرك-الإلكتروني-الاحترافي.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service7-article2,https://www.ezhalhe-sa.com/articles/دور-الهوية-البصرية-في-نجاح-متجرك-الإلكتروني-الاحترافي.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service7-article3.html,https://www.ezhalhe-sa.com/articles/دور-الهوية-البصرية-في-نجاح-متجرك-الإلكتروني-الاحترافي.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service7-article3,https://www.ezhalhe-sa.com/articles/دور-الهوية-البصرية-في-نجاح-متجرك-الإلكتروني-الاحترافي.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service7-article4.html,https://www.ezhalhe-sa.com/brand-building.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service7-article4,https://www.ezhalhe-sa.com/brand-building.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
/articles/service7-article5.html,https://www.ezhalhe-sa.com/articles/تحليل-أداء-المتجر-وحسابات-التواصل-الاجتماعي-مؤشرات-الأداء-الرئيسية-kpis.html,301,Legacy blog reference mapped to the closest live topical page,Blog inventory and Search Console exclusion examples
